,task_id,pretty_formula,band_gap,unit_cell_formula,nsites,e_above_hull,elements,volume
96715,mp-14420,Er2Be2GeO7,4.7188,"{'Be': 4.0, 'O': 14.0, 'Ge': 2.0, 'Er': 4.0}",24,0.003848176111112,"['Be', 'Er', 'Ge', 'O']",263.002281114472
96746,mp-23321,Sr4Cl6O,4.5643,"{'O': 2.0, 'Cl': 12.0, 'Sr': 8.0}",22,0,"['Cl', 'O', 'Sr']",580.269666481676
96748,mp-2472,SrO,3.2874,"{'O': 1.0, 'Sr': 1.0}",2,0,"['Sr', 'O']",35.2769148070266
96765,mp-3439,SbPO4,4.0074,"{'O': 8.0, 'P': 2.0, 'Sb': 2.0}",12,0,"['O', 'P', 'Sb']",176.254466514273
96774,mp-541451,Ga2(SO4)3,4.3231,"{'Ga': 4.0, 'S': 6.0, 'O': 24.0}",34,0,"['Ga', 'O', 'S']",430.199271740469
96790,mp-557163,TaPbF7,5.1347,"{'Ta': 2.0, 'Pb': 2.0, 'F': 14.0}",18,0,"['F', 'Pb', 'Ta']",255.304326698975
96844,mp-604884,BN,4.4292,"{'B': 2.0, 'N': 2.0}",4,0.004375210000001,"['B', 'N']",38.7289695211987
96857,mp-629015,BN,4.0021,"{'B': 2.0, 'N': 2.0}",4,0.003117762500001,"['B', 'N']",39.789176834423
96924,mp-754635,Li2MnFe(PO4)2,3.7761,"{'Li': 4.0, 'Mn': 2.0, 'Fe': 2.0, 'P': 4.0, 'O': 16.0}",28,0.000876733214302,"['Fe', 'Li', 'Mn', 'O', 'P']",306.855660013409
97141,mp-1213084,CsSrCl3,5.3108,"{'Cs': 4.0, 'Sr': 4.0, 'Cl': 12.0}",20,0,"['Cl', 'Cs', 'Sr']",732.880124353027
97170,mp-1224124,In4P6Pb2O23,3.7365,"{'In': 4.0, 'P': 6.0, 'Pb': 2.0, 'O': 23.0}",35,0.006230407357141,"['In', 'O', 'P', 'Pb']",466.924668721859
97213,mp-17895,K3BeF5,6.2165,"{'K': 6.0, 'Be': 2.0, 'F': 10.0}",18,0.002764770277778,"['Be', 'F', 'K']",288.314386015836
97216,mp-18837,KSc(MoO4)2,3.6132,"{'O': 8.0, 'K': 1.0, 'Sc': 1.0, 'Mo': 2.0}",12,0,"['K', 'Mo', 'O', 'Sc']",222.095203146513
97249,mp-35759,Li2NiF4,5.0864,"{'Li': 4.0, 'Ni': 2.0, 'F': 8.0}",14,0,"['F', 'Li', 'Ni']",147.468801106182
97270,mp-5450,K2ZrF6,5.5324,"{'F': 12.0, 'K': 4.0, 'Zr': 2.0}",18,0,"['F', 'K', 'Zr']",275.844982100938
97285,mp-560626,Ba2Ni7F18,4.8425,"{'F': 18.0, 'Ni': 7.0, 'Ba': 2.0}",27,0,"['Ba', 'F', 'Ni']",345.741722199889
97306,mp-6163,Cs2NaGaF6,5.9678,"{'F': 12.0, 'Na': 2.0, 'Ga': 2.0, 'Cs': 4.0}",20,0,"['Cs', 'F', 'Ga', 'Na']",358.438289327749
97337,mp-752907,VF5,3.0812,"{'V': 4.0, 'F': 20.0}",24,0.003354264791668,"['F', 'V']",408.296291454696
97397,mp-768154,Na3MgPCO7,4.5254,"{'Na': 6.0, 'Mg': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}",26,0,"['C', 'Mg', 'Na', 'O', 'P']",309.582001274968
97453,mp-8294,Cs2Li2TiO4,3.9557,"{'Li': 4.0, 'O': 8.0, 'Ti': 2.0, 'Cs': 4.0}",18,0,"['Cs', 'Li', 'O', 'Ti']",320.903666792256
97582,mp-11006,BaPS3,3.1212,"{'P': 4.0, 'S': 12.0, 'Ba': 4.0}",20,0,"['Ba', 'P', 'S']",545.136640958996
97675,mp-1188465,Cs3CdBr5,3.0377,"{'Cs': 6.0, 'Cd': 2.0, 'Br': 10.0}",18,0,"['Br', 'Cd', 'Cs']",791.270576873722
97751,mp-1221117,NaCaGaSi2O7,4.1161,"{'Na': 2.0, 'Ca': 2.0, 'Ga': 2.0, 'Si': 4.0, 'O': 14.0}",24,0.004854743611111,"['Ca', 'Ga', 'Na', 'O', 'Si']",311.448746505003
97781,mp-15549,K2LiAlF6,7.2179,"{'Li': 2.0, 'F': 12.0, 'Al': 2.0, 'K': 4.0}",20,0,"['Al', 'F', 'K', 'Li']",264.295044699672
97788,mp-18463,RbZnPO4,3.7028,"{'O': 16.0, 'P': 4.0, 'Zn': 4.0, 'Rb': 4.0}",28,0,"['O', 'P', 'Rb', 'Zn']",450.06501936276
97798,mp-23158,He,17.6526,{'He': 1.0},1,0,['He'],15.7864475156293
97816,mp-2895,Mg2SiO4,4.6395,"{'O': 16.0, 'Mg': 8.0, 'Si': 4.0}",28,0,"['Mg', 'Si', 'O']",299.863151829592
97822,mp-30930,AlI3,3.2547,"{'Al': 4.0, 'I': 12.0}",16,0,"['Al', 'I']",845.059649854091
97840,mp-541450,In2(SO4)3,3.7563,"{'In': 4.0, 'S': 6.0, 'O': 24.0}",34,0,"['In', 'O', 'S']",499.061230457522
97844,mp-551629,CsLiMoO4,4.4267,"{'Cs': 1.0, 'Li': 1.0, 'Mo': 1.0, 'O': 4.0}",7,0,"['Cs', 'Li', 'Mo', 'O']",157.843297881088
97847,mp-555596,K6Si2S6O,3.1497,"{'K': 12.0, 'Si': 4.0, 'S': 12.0, 'O': 2.0}",30,0,"['K', 'O', 'S', 'Si']",819.787064122775
97850,mp-556961,SiO2,5.4801,"{'Si': 8.0, 'O': 16.0}",24,0.005030285416666,"['O', 'Si']",391.659216406077
97854,mp-560244,CsZnB(PO4)2,5.0817,"{'Cs': 2.0, 'Zn': 2.0, 'B': 2.0, 'P': 4.0, 'O': 16.0}",26,0,"['B', 'Cs', 'O', 'P', 'Zn']",389.374873593954
97918,mp-756510,K4TiO4,3.1491,"{'K': 8.0, 'Ti': 2.0, 'O': 8.0}",18,0,"['K', 'O', 'Ti']",353.589971868279
98039,mp-1111649,K2NaScBr6,3.0991,"{'K': 2.0, 'Na': 1.0, 'Sc': 1.0, 'Br': 6.0}",10,0,"['Br', 'K', 'Na', 'Sc']",340.856669265018
98117,mp-1191974,CaGe(PO4)2,3.9349,"{'Ca': 2.0, 'Ge': 2.0, 'P': 4.0, 'O': 16.0}",24,0.002601263576389,"['Ca', 'Ge', 'O', 'P']",288.33920288341
98125,mp-1194043,ErBO3,5.6392,"{'Er': 6.0, 'B': 6.0, 'O': 18.0}",30,0,"['B', 'Er', 'O']",325.851103181435
98277,mp-14568,BaMgF4,6.8041,"{'F': 8.0, 'Mg': 2.0, 'Ba': 2.0}",12,0.003643429166653,"['Ba', 'Mg', 'F']",183.739575200623
98282,mp-17944,NaCaAlF6,7.1135,"{'F': 18.0, 'Na': 3.0, 'Al': 3.0, 'Ca': 3.0}",27,0,"['Al', 'Ca', 'F', 'Na']",364.629321086748
98327,mp-4632,Sr3(PO4)2,5.4085,"{'O': 8.0, 'P': 2.0, 'Sr': 3.0}",13,0,"['O', 'P', 'Sr']",172.364523231014
98328,mp-505368,As2Pb3O8,3.3085,"{'Pb': 6.0, 'As': 4.0, 'O': 16.0}",26,0,"['As', 'Pb', 'O']",421.994222563587
98352,mp-567279,ZnCl2,3.8763,"{'Zn': 2.0, 'Cl': 4.0}",6,0.004688236666667,"['Zn', 'Cl']",164.720203181363
98361,mp-571166,CaBr2,4.4509,"{'Ca': 2.0, 'Br': 4.0}",6,0.00049026,"['Ca', 'Br']",207.756321794566
98370,mp-6113,LiTiAsO5,3.1668,"{'Li': 4.0, 'O': 20.0, 'Ti': 4.0, 'As': 4.0}",32,0,"['As', 'Li', 'O', 'Ti']",386.887830244959
98390,mp-677335,GaPO4,4.7096,"{'Ga': 1.0, 'P': 1.0, 'O': 4.0}",6,0,"['Ga', 'P', 'O']",95.415064735502
98408,mp-754128,Ba3Hf2O7,3.5715,"{'Ba': 3.0, 'Hf': 2.0, 'O': 7.0}",12,0,"['Ba', 'Hf', 'O']",194.223015661188
98409,mp-754159,Na2Mn(SO4)2,4.3693,"{'Na': 4.0, 'Mn': 2.0, 'S': 4.0, 'O': 16.0}",26,0.00123570807693,"['Mn', 'Na', 'O', 'S']",323.346778834103
98433,mp-768906,YBrO,4.4876,"{'Y': 2.0, 'Br': 2.0, 'O': 2.0}",6,0.003110736666667,"['Br', 'O', 'Y']",131.585430865109
98453,mp-777049,LiFeBO3,3.1611,"{'Li': 4.0, 'Fe': 4.0, 'B': 4.0, 'O': 12.0}",24,0.001137978333341,"['B', 'Fe', 'Li', 'O']",243.845306603395
98569,mp-1112690,Cs2KYCl6,5.1066,"{'Cs': 2.0, 'K': 1.0, 'Y': 1.0, 'Cl': 6.0}",10,0,"['Cl', 'Cs', 'K', 'Y']",366.010658445593
98657,mp-1214503,Ba3ZrF10,5.7886,"{'Ba': 6.0, 'Zr': 2.0, 'F': 20.0}",28,0.000231249464284,"['Ba', 'F', 'Zr']",466.022146254641
98782,mp-18329,CsMgPO4,4.6322,"{'O': 16.0, 'Mg': 4.0, 'P': 4.0, 'Cs': 4.0}",28,0,"['Cs', 'Mg', 'O', 'P']",501.755032273745
98802,mp-23442,KCdCl3,3.5099,"{'Cl': 12.0, 'K': 4.0, 'Cd': 4.0}",20,0,"['Cd', 'Cl', 'K']",546.825747934821
98813,mp-28872,RbBrO3,4.1678,"{'O': 3.0, 'Br': 1.0, 'Rb': 1.0}",5,0,"['Rb', 'Br', 'O']",98.2304533062469
98819,mp-29909,Ba4I6O,3.9789,"{'O': 2.0, 'I': 12.0, 'Ba': 8.0}",22,0,"['Ba', 'I', 'O']",915.452270886505
98823,mp-3082,CaSO4,5.6745,"{'O': 12.0, 'S': 3.0, 'Ca': 3.0}",18,0.002766173888889,"['Ca', 'O', 'S']",273.846718482045
98825,mp-31362,Na3YCl6,5.1851,"{'Na': 6.0, 'Cl': 12.0, 'Y': 2.0}",20,0.0028313525,"['Cl', 'Na', 'Y']",523.717441450265
98826,mp-315,PbF2,4.4044,"{'F': 2.0, 'Pb': 1.0}",3,0,"['Pb', 'F']",53.926007789749
98841,mp-546279,ScBrO,3.236,"{'Sc': 2.0, 'Br': 2.0, 'O': 2.0}",6,0,"['Sc', 'Br', 'O']",128.019756272181
98847,mp-556498,Sr2Be2B2O7,4.08,"{'Sr': 4.0, 'Be': 4.0, 'B': 4.0, 'O': 14.0}",26,0.005451941153845,"['B', 'Be', 'O', 'Sr']",302.138285684896
98884,mp-6478,LiTaGeO5,3.7398,"{'Li': 2.0, 'O': 10.0, 'Ge': 2.0, 'Ta': 2.0}",16,0.00293803375,"['Ge', 'Li', 'O', 'Ta']",207.808707537404
99053,mp-11737,Li4SiO4,4.7741,"{'Li': 8.0, 'O': 8.0, 'Si': 2.0}",18,0,"['Li', 'Si', 'O']",171.628835014087
99109,mp-1195744,BaEr2Si3O10,4.8291,"{'Ba': 2.0, 'Er': 4.0, 'Si': 6.0, 'O': 20.0}",32,0,"['Ba', 'Er', 'O', 'Si']",438.866749424893
99142,mp-1211701,K2RbYV2O8,3.4152,"{'K': 2.0, 'Rb': 1.0, 'Y': 1.0, 'V': 2.0, 'O': 8.0}",14,0,"['K', 'O', 'Rb', 'V', 'Y']",248.267775640758
99174,mp-1220897,NaSrMg2F7,6.3581,"{'Na': 2.0, 'Sr': 2.0, 'Mg': 4.0, 'F': 14.0}",22,0.008579907500001,"['F', 'Mg', 'Na', 'Sr']",294.69565680601
99219,mp-15733,CaTaAlO5,3.8855,"{'O': 10.0, 'Al': 2.0, 'Ca': 2.0, 'Ta': 2.0}",16,0,"['Al', 'Ca', 'O', 'Ta']",208.263212103457
99274,mp-2858,ZrO2,3.4737,"{'Zr': 4.0, 'O': 8.0}",12,0,"['Zr', 'O']",147.110410116536
99305,mp-510541,RbGd(WO4)2,3.237,"{'W': 4.0, 'Gd': 2.0, 'Rb': 2.0, 'O': 16.0}",24,0,"['Gd', 'O', 'Rb', 'W']",340.835596493302
99310,mp-540632,RbTa(GeO3)3,3.4752,"{'Rb': 2.0, 'Ta': 2.0, 'Ge': 6.0, 'O': 18.0}",28,0,"['Ge', 'O', 'Rb', 'Ta']",456.320605788772
99325,mp-554758,SiP2O7,5.7395,"{'Si': 2.0, 'P': 4.0, 'O': 14.0}",20,0.00222595875,"['O', 'P', 'Si']",242.203882975777
99338,mp-557399,KSnSO4F,3.9011,"{'K': 2.0, 'Sn': 2.0, 'S': 2.0, 'O': 8.0, 'F': 2.0}",16,0,"['F', 'K', 'O', 'S', 'Sn']",279.598060234515
99341,mp-557753,K3PO4,4.0019,"{'K': 12.0, 'P': 4.0, 'O': 16.0}",32,0,"['K', 'P', 'O']",561.713861845318
99346,mp-558514,RbZrCdF7,5.1017,"{'Rb': 2.0, 'Zr': 2.0, 'Cd': 2.0, 'F': 14.0}",20,0,"['Cd', 'F', 'Rb', 'Zr']",340.594923357033
99347,mp-558658,Y2C(NO)2,3.9408,"{'Y': 4.0, 'C': 2.0, 'N': 4.0, 'O': 4.0}",14,0.001243905714286,"['C', 'N', 'O', 'Y']",199.857814620587
99354,mp-560614,KLiSO4,5.2604,"{'K': 4.0, 'Li': 4.0, 'S': 4.0, 'O': 16.0}",28,0.008817839999998,"['K', 'Li', 'O', 'S']",421.109088662346
99356,mp-561315,Cs3AlGe2O7,3.6472,"{'Cs': 6.0, 'Al': 2.0, 'Ge': 4.0, 'O': 14.0}",26,0,"['Al', 'Cs', 'Ge', 'O']",533.17708751256
99550,mp-11718,RbF,5.5258,"{'F': 1.0, 'Rb': 1.0}",2,0,"['Rb', 'F']",47.2531389100989
99622,mp-1209295,RbBi3F10,4.4288,"{'Rb': 2.0, 'Bi': 6.0, 'F': 20.0}",28,0,"['Bi', 'F', 'Rb']",449.025202178263
99639,mp-1216106,Y3SOF5,3.5434,"{'Y': 6.0, 'S': 2.0, 'O': 2.0, 'F': 10.0}",20,0.009031639874999,"['F', 'O', 'S', 'Y']",287.07974921863
99682,mp-1228367,Ba2IBrF2,4.3562,"{'Ba': 2.0, 'I': 1.0, 'Br': 1.0, 'F': 2.0}",6,0.007103988333333,"['Ba', 'Br', 'F', 'I']",170.819809291961
99714,mp-19420,Sr2MgWO6,3.4284,"{'O': 6.0, 'Mg': 1.0, 'Sr': 2.0, 'W': 1.0}",10,0,"['Sr', 'Mg', 'W', 'O']",129.075041646458
99755,mp-4051,AlPO4,5.475,"{'O': 8.0, 'Al': 2.0, 'P': 2.0}",12,0.002118155000002,"['Al', 'P', 'O']",188.261425257551
99757,mp-4156,Li2ZrO3,3.7502,"{'Li': 4.0, 'O': 6.0, 'Zr': 2.0}",12,0,"['Li', 'Zr', 'O']",126.104267773143
99775,mp-557522,PCl2OF,4.987,"{'P': 4.0, 'Cl': 8.0, 'O': 4.0, 'F': 4.0}",20,0,"['Cl', 'F', 'O', 'P']",507.648170158965
99776,mp-557669,K3Na(MoO4)2,4.4701,"{'K': 6.0, 'Na': 2.0, 'Mo': 4.0, 'O': 16.0}",28,0.000272353392855,"['K', 'Mo', 'Na', 'O']",508.822882311469
99782,mp-559379,SbTeClO3,3.1498,"{'Sb': 4.0, 'Te': 4.0, 'Cl': 4.0, 'O': 12.0}",24,0,"['Cl', 'O', 'Sb', 'Te']",468.257236949014
99822,mp-6557,Cs2PO3F,4.3991,"{'O': 12.0, 'F': 4.0, 'P': 4.0, 'Cs': 8.0}",28,0,"['Cs', 'F', 'O', 'P']",616.933663151711
99927,mp-768486,Sb2(SO4)3,3.6732,"{'Sb': 4.0, 'S': 6.0, 'O': 24.0}",34,0.006694801470583,"['O', 'S', 'Sb']",556.194242882521
100103,mp-1103397,BaSnF4,3.6679,"{'Ba': 2.0, 'Sn': 2.0, 'F': 8.0}",12,0,"['Ba', 'F', 'Sn']",219.343386916817
100252,mp-14345,BaZnP2O7,4.3393,"{'O': 14.0, 'P': 4.0, 'Zn': 2.0, 'Ba': 2.0}",22,0,"['Ba', 'O', 'P', 'Zn']",304.776423801037
100289,mp-28450,Li4P2O7,5.6067,"{'Li': 8.0, 'O': 14.0, 'P': 4.0}",26,2.12719230701097E-05,"['Li', 'O', 'P']",298.116492673176
100312,mp-510557,CsN3,4.2241,"{'Cs': 2.0, 'N': 6.0}",8,0,"['Cs', 'N']",182.808494874834
100339,mp-561647,Cs2TeOF4,5.0193,"{'Cs': 4.0, 'Te': 2.0, 'O': 2.0, 'F': 8.0}",16,0,"['Cs', 'F', 'O', 'Te']",376.690982393549
100466,mp-9338,Ba2MgSi2O7,4.4569,"{'O': 14.0, 'Mg': 2.0, 'Si': 4.0, 'Ba': 4.0}",24,0,"['Ba', 'Mg', 'O', 'Si']",378.825932508118
100476,mp-9783,Ba3(AsO4)2,3.9108,"{'O': 8.0, 'As': 2.0, 'Ba': 3.0}",13,0,"['As', 'Ba', 'O']",215.808436018193
100515,mp-1029418,KSi2N3,3.7308,"{'K': 4.0, 'Si': 8.0, 'N': 12.0}",24,0,"['K', 'N', 'Si']",275.116424378949
100523,mp-10517,LiScP2O7,4.7579,"{'Li': 2.0, 'O': 14.0, 'P': 4.0, 'Sc': 2.0}",22,0,"['Li', 'O', 'P', 'Sc']",287.711343354407
100586,mp-1176702,LiFeF4,3.2746,"{'Li': 2.0, 'Fe': 2.0, 'F': 8.0}",12,0.005227306666675,"['F', 'Fe', 'Li']",162.949209298629
100655,mp-1190498,Zn3TeP2Pb3O14,3.3594,"{'Zn': 3.0, 'Te': 1.0, 'P': 2.0, 'Pb': 3.0, 'O': 14.0}",23,0.000126466811594,"['O', 'P', 'Pb', 'Te', 'Zn']",332.00605751764
100729,mp-1209422,RbAlCl4,5.2353,"{'Rb': 4.0, 'Al': 4.0, 'Cl': 16.0}",24,0,"['Al', 'Cl', 'Rb']",791.795268089063
100770,mp-1226311,Cs2MnNiF6,3.743,"{'Cs': 4.0, 'Mn': 2.0, 'Ni': 2.0, 'F': 12.0}",20,0,"['Cs', 'F', 'Mn', 'Ni']",348.371090815639
100775,mp-1227329,CaCd(CO3)2,3.3748,"{'Ca': 1.0, 'Cd': 1.0, 'C': 2.0, 'O': 6.0}",10,0,"['C', 'Ca', 'Cd', 'O']",123.7832524696
100802,mp-17733,Cs4Ni3F10,4.9551,"{'F': 20.0, 'Ni': 6.0, 'Cs': 8.0}",34,0,"['Cs', 'F', 'Ni']",635.086741917064
100808,mp-19194,BaMnP2O7,3.8394,"{'O': 14.0, 'P': 4.0, 'Mn': 2.0, 'Ba': 2.0}",22,0.005969526818225,"['Ba', 'Mn', 'O', 'P']",309.242834733977
100834,mp-28922,Ca2Si5N8,3.349,"{'N': 16.0, 'Si': 10.0, 'Ca': 4.0}",30,0,"['Ca', 'N', 'Si']",368.0575530954
100839,mp-30991,Ba(IO3)2,3.542,"{'O': 12.0, 'I': 4.0, 'Ba': 2.0}",18,0,"['Ba', 'I', 'O']",354.50930825001
100860,mp-555140,Cs2Li3GaO4,3.6616,"{'Cs': 4.0, 'Li': 6.0, 'Ga': 2.0, 'O': 8.0}",20,0,"['Cs', 'Ga', 'Li', 'O']",309.858424537288
100867,mp-560685,K2Ge(IO3)6,3.155,"{'K': 2.0, 'Ge': 1.0, 'I': 6.0, 'O': 18.0}",27,0,"['Ge', 'I', 'K', 'O']",436.066420729465
100873,mp-571232,YbBr2,4.4692,"{'Yb': 4.0, 'Br': 8.0}",12,0.000669105,"['Br', 'Yb']",392.920111742611
100911,mp-752675,BaYF5,7.1878,"{'Ba': 2.0, 'Y': 2.0, 'F': 10.0}",14,0.000143713571429,"['Ba', 'F', 'Y']",219.543256918646
101152,mp-1209213,RbGa(SO4)2,4.1137,"{'Rb': 1.0, 'Ga': 1.0, 'S': 2.0, 'O': 8.0}",12,0.002947446631945,"['Ga', 'O', 'Rb', 'S']",177.639364191473
101203,mp-1218517,Sr4Al6MoO16,3.5933,"{'Sr': 4.0, 'Al': 6.0, 'Mo': 1.0, 'O': 16.0}",27,0.005180424999999,"['Al', 'Mo', 'O', 'Sr']",438.230371160346
101305,mp-17487,NaErGeO4,3.6122,"{'O': 16.0, 'Na': 4.0, 'Ge': 4.0, 'Er': 4.0}",28,0,"['Er', 'Ge', 'Na', 'O']",392.543284705348
101309,mp-18502,BaSi3SnO9,3.7232,"{'O': 18.0, 'Si': 6.0, 'Sn': 2.0, 'Ba': 2.0}",28,0,"['Ba', 'O', 'Si', 'Sn']",403.917066931684
101314,mp-19449,NaVCdO4,3.0334,"{'O': 8.0, 'Na': 2.0, 'V': 2.0, 'Cd': 2.0}",14,0,"['Cd', 'Na', 'O', 'V']",197.589264983225
101328,mp-22955,LiIO3,3.6839,"{'Li': 2.0, 'I': 2.0, 'O': 6.0}",10,0.00953700025,"['I', 'Li', 'O']",139.666134787681
101399,mp-6137,Mg4P6SN12,4.8355,"{'N': 12.0, 'Mg': 4.0, 'P': 6.0, 'S': 1.0}",23,0,"['Mg', 'N', 'P', 'S']",290.463037915218
101436,mp-755225,Li8ZrO6,4.7626,"{'Li': 8.0, 'Zr': 1.0, 'O': 6.0}",15,0.000551614000001,"['Li', 'Zr', 'O']",138.524149110834
101464,mp-770771,SrSc2O4,3.4364,"{'Sr': 4.0, 'Sc': 8.0, 'O': 16.0}",28,0,"['Sr', 'Sc', 'O']",355.520062903379
101476,mp-779519,Ba4Hf3O10,3.604,"{'Ba': 8.0, 'Hf': 6.0, 'O': 20.0}",34,0.005654872352956,"['Ba', 'Hf', 'O']",537.911169664403
101601,mp-1191763,KPb2C2O6F,3.086,"{'K': 2.0, 'Pb': 4.0, 'C': 4.0, 'O': 12.0, 'F': 2.0}",24,0.003434253645849,"['C', 'F', 'K', 'O', 'Pb']",350.926261509138
101631,mp-1202325,LiAl(Si2O5)2,5.362,"{'Li': 2.0, 'Al': 2.0, 'Si': 8.0, 'O': 20.0}",32,0.0015179875,"['Al', 'Li', 'O', 'Si']",441.772502688025
101647,mp-1211527,KMn(PO3)3,4.0446,"{'K': 2.0, 'Mn': 2.0, 'P': 6.0, 'O': 18.0}",28,0,"['K', 'Mn', 'O', 'P']",403.103197963724
101672,mp-1221225,Na3BrCl2,4.5292,"{'Na': 3.0, 'Br': 1.0, 'Cl': 2.0}",6,0.008762021666666,"['Br', 'Cl', 'Na']",149.360319085584
101688,mp-1228955,Cs4Na2ScGaF12,6.3018,"{'Cs': 4.0, 'Na': 2.0, 'Sc': 1.0, 'Ga': 1.0, 'F': 12.0}",20,0,"['Cs', 'F', 'Ga', 'Na', 'Sc']",373.262724381444
101712,mp-18815,KVO3,3.0413,"{'O': 12.0, 'K': 4.0, 'V': 4.0}",20,0,"['K', 'O', 'V']",339.271863357272
101729,mp-21099,K2Pb(SO4)2,4.4463,"{'O': 8.0, 'S': 2.0, 'K': 2.0, 'Pb': 1.0}",13,0,"['K', 'O', 'Pb', 'S']",191.93443381863
101740,mp-22867,RbBr,4.1927,"{'Br': 1.0, 'Rb': 1.0}",2,0,"['Rb', 'Br']",86.7805069080183
101758,mp-27314,SbClF8,3.1323,"{'F': 16.0, 'Cl': 2.0, 'Sb': 2.0}",20,0,"['Cl', 'F', 'Sb']",333.077264509488
101764,mp-27971,AcCl3,5.0892,"{'Cl': 6.0, 'Ac': 2.0}",8,0,"['Ac', 'Cl']",237.718951547623
101780,mp-3094,SrAl2O4,4.1414,"{'O': 16.0, 'Al': 8.0, 'Sr': 4.0}",28,0,"['Sr', 'Al', 'O']",396.666033764253
101790,mp-3444,ErTaO4,4.0218,"{'O': 8.0, 'Er': 2.0, 'Ta': 2.0}",12,0,"['Er', 'Ta', 'O']",148.419800391486
101804,mp-4975,RbZnF3,4.0807,"{'F': 18.0, 'Zn': 6.0, 'Rb': 6.0}",30,0,"['F', 'Rb', 'Zn']",461.267397922835
101845,mp-556778,BaTeF6,4.8353,"{'Ba': 4.0, 'Te': 4.0, 'F': 24.0}",32,0.000314886562499,"['Ba', 'F', 'Te']",549.603503273399
101847,mp-557276,Ca2VClO4,3.4616,"{'Ca': 8.0, 'V': 4.0, 'Cl': 4.0, 'O': 16.0}",32,0,"['Ca', 'Cl', 'O', 'V']",515.798402463737
101880,mp-571213,PNCl2,3.8549,"{'P': 8.0, 'N': 8.0, 'Cl': 16.0}",32,0.002004417937501,"['Cl', 'N', 'P']",823.081958595315
101881,mp-571467,Cs2NaYBr6,4.2175,"{'Cs': 2.0, 'Na': 1.0, 'Y': 1.0, 'Br': 6.0}",10,0,"['Cs', 'Na', 'Y', 'Br']",384.730710024424
101888,mp-6040,BaBPO5,5.495,"{'B': 3.0, 'O': 15.0, 'P': 3.0, 'Ba': 3.0}",24,0,"['B', 'Ba', 'O', 'P']",319.60336043215
101957,mp-772676,Sr2WO5,3.1921,"{'Sr': 8.0, 'W': 4.0, 'O': 20.0}",32,0.005505562062501,"['O', 'Sr', 'W']",459.251878877145
102195,mp-14006,BaGeF6,5.7917,"{'F': 6.0, 'Ge': 1.0, 'Ba': 1.0}",8,0,"['Ba', 'Ge', 'F']",116.985925238094
102206,mp-18986,Ba2MgWO6,3.2253,"{'O': 6.0, 'Mg': 1.0, 'Ba': 2.0, 'W': 1.0}",10,0,"['Ba', 'Mg', 'O', 'W']",139.574202191452
102248,mp-4571,CaZrO3,3.8264,"{'Ca': 4.0, 'Zr': 4.0, 'O': 12.0}",20,0,"['Ca', 'Zr', 'O']",266.386959146674
102269,mp-558118,BeF2,8.0889,"{'Be': 3.0, 'F': 6.0}",9,0.000515275277778,"['Be', 'F']",112.862422382462
102295,mp-6499,BaLiBO3,4.4008,"{'Li': 4.0, 'B': 4.0, 'O': 12.0, 'Ba': 4.0}",24,0,"['B', 'Ba', 'Li', 'O']",316.173541768925
102347,mp-753672,NaFePO4,3.7046,"{'Na': 2.0, 'Fe': 2.0, 'P': 2.0, 'O': 8.0}",14,0.006422087500002,"['Fe', 'Na', 'O', 'P']",162.545297202542
102350,mp-754031,YBrO,3.6598,"{'Y': 2.0, 'Br': 2.0, 'O': 2.0}",6,0,"['Br', 'O', 'Y']",130.785860658232
102359,mp-755710,Li2MnFe(BO3)2,3.101,"{'Li': 4.0, 'Mn': 2.0, 'Fe': 2.0, 'B': 4.0, 'O': 12.0}",24,0.002268115138886,"['B', 'Fe', 'Li', 'Mn', 'O']",249.008558544751
102477,mp-866617,Cs2Sr2(CO3)3,4.6128,"{'Cs': 4.0, 'Sr': 4.0, 'C': 6.0, 'O': 18.0}",32,0,"['C', 'Cs', 'O', 'Sr']",526.633432266663
102524,mp-1035172,Mg14ZnNiO16,3.2115,"{'Mg': 14.0, 'Zn': 1.0, 'Ni': 1.0, 'O': 16.0}",32,0.006229450624999,"['Mg', 'Ni', 'O', 'Zn']",309.322024853392
102709,mp-1216168,Y5O4F7,5.2634,"{'Y': 10.0, 'O': 8.0, 'F': 14.0}",32,0.001867713802083,"['F', 'O', 'Y']",431.485689114714
102830,mp-553342,CsBe2BO3F2,6.0038,"{'F': 2.0, 'O': 3.0, 'Be': 2.0, 'B': 1.0, 'Cs': 1.0}",9,0,"['B', 'Be', 'Cs', 'F', 'O']",126.282123752875
102844,mp-5594,Sc2Si2O7,4.2797,"{'O': 7.0, 'Si': 2.0, 'Sc': 2.0}",11,0,"['Sc', 'Si', 'O']",130.0795812601
102941,mp-7991,BN,4.1823,"{'B': 2.0, 'N': 2.0}",4,0.0016803875,"['B', 'N']",43.6773935345055
102942,mp-8452,NaLiS,3.0483,"{'Li': 2.0, 'Na': 2.0, 'S': 2.0}",6,0,"['Na', 'Li', 'S']",106.920265523833
102976,mp-977360,AcF3,7.3459,"{'Ac': 1.0, 'F': 3.0}",4,0.0051941325,"['Ac', 'F']",55.1782305768123
103265,mp-1223752,K5BrCl4,4.5243,"{'K': 5.0, 'Br': 1.0, 'Cl': 4.0}",10,0.002957361,"['Br', 'Cl', 'K']",337.049392578053
