,task_id,pretty_formula,band_gap,unit_cell_formula,nsites,e_above_hull,elements,volume
28712,mp-1206528,Cs2MnF4,3.4569,"{'Cs': 2.0, 'Mn': 1.0, 'F': 4.0}",7,0,"['Cs', 'F', 'Mn']",145.516552361741
28748,mp-1221036,NaErF4,6.7876,"{'Na': 1.0, 'Er': 1.0, 'F': 4.0}",6,0.001847033333331,"['Er', 'F', 'Na']",78.6177323567769
28769,mp-1227854,Ca3Mg2Fe(CO3)6,3.9175,"{'Ca': 3.0, 'Mg': 2.0, 'Fe': 1.0, 'C': 6.0, 'O': 18.0}",30,0,"['C', 'Ca', 'Fe', 'Mg', 'O']",334.93737723295
28786,mp-15704,BeSiN2,3.5623,"{'Be': 2.0, 'N': 4.0, 'Si': 2.0}",8,0.001184796875,"['Be', 'Si', 'N']",67.7259238095029
28846,mp-554252,K2NaCrF6,3.9909,"{'F': 6.0, 'Na': 1.0, 'K': 2.0, 'Cr': 1.0}",10,0,"['K', 'Na', 'Cr', 'F']",150.117163409282
28859,mp-558984,GaTeO3F,3.6787,"{'Ga': 4.0, 'Te': 4.0, 'O': 12.0, 'F': 4.0}",24,0,"['F', 'Ga', 'O', 'Te']",322.713304539871
28860,mp-559627,LiP3PbO9,4.6984,"{'Li': 2.0, 'P': 6.0, 'Pb': 2.0, 'O': 18.0}",28,0.006835915327379,"['Li', 'O', 'P', 'Pb']",369.259900988043
28861,mp-560445,SrEr2O4,3.7705,"{'Sr': 4.0, 'Er': 8.0, 'O': 16.0}",28,0,"['Er', 'O', 'Sr']",408.351372021304
28863,mp-561317,Rb2NiF4,4.5279,"{'F': 4.0, 'Ni': 1.0, 'Rb': 2.0}",7,0,"['Rb', 'Ni', 'F']",119.801768931051
29107,mp-1192556,RbInTe3O8,3.0265,"{'Rb': 2.0, 'In': 2.0, 'Te': 6.0, 'O': 16.0}",26,0,"['In', 'O', 'Rb', 'Te']",477.802000190349
29172,mp-1208777,Sr3NbGa3(SiO7)2,3.4208,"{'Sr': 3.0, 'Nb': 1.0, 'Ga': 3.0, 'Si': 2.0, 'O': 14.0}",23,0,"['Ga', 'Nb', 'O', 'Si', 'Sr']",315.22009745944
29233,mp-1218879,Sr2Al2SiO7,4.1902,"{'Sr': 4.0, 'Al': 4.0, 'Si': 2.0, 'O': 14.0}",24,0,"['Al', 'O', 'Si', 'Sr']",334.188370892391
29260,mp-1227786,Ca2TiSi2SnO10,3.0967,"{'Ca': 4.0, 'Ti': 2.0, 'Si': 4.0, 'Sn': 2.0, 'O': 20.0}",32,0.006518498281253,"['Ca', 'O', 'Si', 'Sn', 'Ti']",394.168478428772
29289,mp-18099,BaSbF5,4.7551,"{'F': 20.0, 'Sb': 4.0, 'Ba': 4.0}",28,0,"['Ba', 'F', 'Sb']",523.717191240004
29291,mp-19163,SrWO4,4.6567,"{'O': 8.0, 'Sr': 2.0, 'W': 2.0}",12,0,"['Sr', 'W', 'O']",184.364573825701
29313,mp-27456,BaBr2,4.3731,"{'Ba': 8.0, 'Br': 16.0}",24,0,"['Ba', 'Br']",859.101897760925
29413,mp-755644,Mn2P2O7,3.2987,"{'Mn': 4.0, 'P': 4.0, 'O': 14.0}",22,0.001054866363637,"['Mn', 'O', 'P']",259.830251341318
29453,mp-850362,Li4MnFe3(BO3)4,3.1616,"{'Li': 4.0, 'Mn': 1.0, 'Fe': 3.0, 'B': 4.0, 'O': 12.0}",24,0.004565309236111,"['B', 'Fe', 'Li', 'Mn', 'O']",250.84354589207
29625,mp-1205677,Sr2NbGaO6,3.2468,"{'Sr': 2.0, 'Nb': 1.0, 'Ga': 1.0, 'O': 6.0}",10,0.008401025625012,"['Ga', 'Nb', 'O', 'Sr']",127.598815986973
29686,mp-1222376,LiZnBO3,3.5125,"{'Li': 2.0, 'Zn': 2.0, 'B': 2.0, 'O': 6.0}",12,0.008390397083343,"['B', 'Li', 'O', 'Zn']",124.061883640533
29773,mp-14853,Ba3Er4O9,3.2731,"{'O': 9.0, 'Ba': 3.0, 'Er': 4.0}",16,0,"['Ba', 'Er', 'O']",273.050257833759
29789,mp-17891,NaYSiO4,4.2828,"{'O': 16.0, 'Na': 4.0, 'Si': 4.0, 'Y': 4.0}",28,0,"['Na', 'O', 'Si', 'Y']",379.791175594945
29794,mp-19112,FeSO4,4.1128,"{'O': 8.0, 'S': 2.0, 'Fe': 2.0}",12,0.001334003749998,"['Fe', 'S', 'O']",145.313061340474
29834,mp-4185,Na3ScF6,6.842,"{'F': 12.0, 'Na': 6.0, 'Sc': 2.0}",20,0,"['F', 'Na', 'Sc']",273.813387699111
29837,mp-504948,LiScGeO4,3.9614,"{'Li': 4.0, 'Sc': 4.0, 'Ge': 4.0, 'O': 16.0}",28,0.007609172857142,"['Ge', 'Li', 'O', 'Sc']",327.779944009343
29870,mp-571642,CaCl2,5.5969,"{'Ca': 4.0, 'Cl': 8.0}",12,0.001105512500001,"['Ca', 'Cl']",341.280772873801
29884,mp-6591,SrLiAlF6,7.31,"{'Li': 2.0, 'F': 12.0, 'Al': 2.0, 'Sr': 2.0}",18,0,"['Al', 'F', 'Li', 'Sr']",239.224783953366
30109,mp-1193939,Te2P2O9,3.5296,"{'Te': 4.0, 'P': 4.0, 'O': 18.0}",26,0,"['O', 'P', 'Te']",356.183999323746
30143,mp-1209460,Rb2Mo(OF2)2,3.6041,"{'Rb': 4.0, 'Mo': 2.0, 'O': 4.0, 'F': 8.0}",18,0.002690380555557,"['F', 'Mo', 'O', 'Rb']",315.558336329618
30213,mp-19123,Rb2LiVO4,3.9675,"{'Li': 2.0, 'O': 8.0, 'V': 2.0, 'Rb': 4.0}",16,0,"['Li', 'O', 'Rb', 'V']",286.962947708841
30229,mp-23220,YbCl2,5.5408,"{'Cl': 16.0, 'Yb': 8.0}",24,0.009572099166666,"['Cl', 'Yb']",593.096436417096
30234,mp-23632,Ca2BN2Cl,3.3376,"{'B': 4.0, 'N': 8.0, 'Cl': 4.0, 'Ca': 8.0}",24,0,"['B', 'Ca', 'Cl', 'N']",415.958204224547
30245,mp-27192,CsBe2F5,7.1811,"{'Cs': 4.0, 'Be': 8.0, 'F': 20.0}",32,0,"['Be', 'Cs', 'F']",523.257141538515
30257,mp-30023,Ba(AlCl4)2,5.3836,"{'Ba': 2.0, 'Al': 4.0, 'Cl': 16.0}",22,0,"['Al', 'Ba', 'Cl']",735.188496534344
30277,mp-4967,MgSO4,5.5305,"{'O': 16.0, 'Mg': 4.0, 'S': 4.0}",24,0.001066000416666,"['Mg', 'O', 'S']",284.136745138616
30292,mp-540633,RbNb(GeO3)3,3.1686,"{'Rb': 2.0, 'Nb': 2.0, 'Ge': 6.0, 'O': 18.0}",28,0,"['Ge', 'Nb', 'O', 'Rb']",459.770587319804
30301,mp-542967,SnSO4,4.1316,"{'Sn': 4.0, 'S': 4.0, 'O': 16.0}",24,0,"['O', 'S', 'Sn']",363.921297281968
30311,mp-555234,RbSbBrF3,3.7336,"{'Rb': 2.0, 'Sb': 2.0, 'Br': 2.0, 'F': 6.0}",12,0,"['Br', 'F', 'Rb', 'Sb']",287.523233462424
30336,mp-560929,Na3CrF6,4.0586,"{'F': 12.0, 'Na': 6.0, 'Cr': 2.0}",20,0,"['Cr', 'F', 'Na']",260.230831911024
30411,mp-754521,Sr(IO3)2,3.4162,"{'Sr': 2.0, 'I': 4.0, 'O': 12.0}",18,0.004504101388889,"['I', 'O', 'Sr']",323.569373017227
30563,mp-1167,CF4,9.0594,"{'C': 2.0, 'F': 8.0}",10,0,"['C', 'F']",147.24719485817
30608,mp-1189528,Ca2ScSbO6,3.6563,"{'Ca': 4.0, 'Sc': 2.0, 'Sb': 2.0, 'O': 12.0}",20,0,"['Ca', 'O', 'Sb', 'Sc']",250.99911704454
30749,mp-27275,Li3BO3,5.147,"{'Li': 12.0, 'B': 4.0, 'O': 12.0}",28,0,"['Li', 'B', 'O']",252.858759294224
30752,mp-28405,S(ClO)2,3.6546,"{'O': 4.0, 'S': 2.0, 'Cl': 4.0}",10,0,"['Cl', 'O', 'S']",259.940533529094
30759,mp-30206,CsClO4,5.444,"{'O': 16.0, 'Cl': 4.0, 'Cs': 4.0}",24,0,"['Cs', 'Cl', 'O']",494.174882497346
30853,mp-752730,Ba2GeO4,3.9678,"{'Ba': 8.0, 'Ge': 4.0, 'O': 16.0}",28,0.005146450952379,"['Ba', 'Ge', 'O']",493.650166326166
30875,mp-755500,Li4AlCr3O8,3.1845,"{'Li': 4.0, 'Al': 1.0, 'Cr': 3.0, 'O': 8.0}",16,0.007995678593751,"['Al', 'Cr', 'Li', 'O']",143.838200740461
30879,mp-755895,Ba3Zr2O7,3.031,"{'Ba': 3.0, 'Zr': 2.0, 'O': 7.0}",12,0,"['Ba', 'Zr', 'O']",200.171808929811
30924,mp-766463,Na3GaB4O9,4.3701,"{'Na': 6.0, 'Ga': 2.0, 'B': 8.0, 'O': 18.0}",34,0,"['B', 'Ga', 'Na', 'O']",374.899816585071
30940,mp-773519,Li4Mn3Fe(PO4)4,3.4465,"{'Li': 4.0, 'Mn': 3.0, 'Fe': 1.0, 'P': 4.0, 'O': 16.0}",28,0.000863384821452,"['Fe', 'Li', 'Mn', 'O', 'P']",309.424423424542
31217,mp-1218419,SrCaHf2O6,4.3692,"{'Sr': 2.0, 'Ca': 2.0, 'Hf': 4.0, 'O': 12.0}",20,0.008838974249999,"['Ca', 'Hf', 'O', 'Sr']",269.3753834595
31298,mp-29598,NaP4N7,4.2315,"{'N': 14.0, 'Na': 2.0, 'P': 8.0}",24,0,"['N', 'Na', 'P']",270.721518820135
31319,mp-5012,Li2SiO3,5.0765,"{'Li': 4.0, 'O': 6.0, 'Si': 2.0}",12,0,"['Li', 'Si', 'O']",122.55616623204
31332,mp-557133,Cs2KMoF6,4.113,"{'F': 6.0, 'K': 1.0, 'Mo': 1.0, 'Cs': 2.0}",10,0,"['Cs', 'K', 'Mo', 'F']",208.625720737932
31434,mp-775855,NaMnPO4,3.2541,"{'Na': 4.0, 'Mn': 4.0, 'P': 4.0, 'O': 16.0}",28,0,"['Mn', 'Na', 'O', 'P']",345.512329641204
31467,mp-9230,KAlAs2O7,3.0235,"{'O': 14.0, 'Al': 2.0, 'K': 2.0, 'As': 4.0}",22,0,"['Al', 'As', 'K', 'O']",311.631837628239
31628,mp-1190839,YMo2O7F,3.1638,"{'Y': 2.0, 'Mo': 4.0, 'O': 14.0, 'F': 2.0}",22,0,"['F', 'Mo', 'O', 'Y']",335.158257946089
31700,mp-1207607,YScSi2O7,4.5301,"{'Y': 1.0, 'Sc': 1.0, 'Si': 2.0, 'O': 7.0}",11,0.001280514545455,"['O', 'Sc', 'Si', 'Y']",137.873547226386
31799,mp-19232,K2CrO4,3.0699,"{'O': 16.0, 'K': 8.0, 'Cr': 4.0}",28,0,"['Cr', 'K', 'O']",495.643135161226
31821,mp-28850,MnAlF5,4.4066,"{'Mn': 2.0, 'Al': 2.0, 'F': 10.0}",14,0.006578472142858,"['Al', 'F', 'Mn']",176.822660146244
31829,mp-3520,Y2SiO5,4.7718,"{'O': 20.0, 'Si': 4.0, 'Y': 8.0}",32,0,"['O', 'Si', 'Y']",444.282737421917
31830,mp-3978,SrSiO3,4.6095,"{'O': 18.0, 'Si': 6.0, 'Sr': 6.0}",30,0,"['O', 'Si', 'Sr']",461.888389698586
31852,mp-557689,CaAl2B2O7,4.8228,"{'Ca': 2.0, 'Al': 4.0, 'B': 4.0, 'O': 14.0}",24,0,"['Al', 'B', 'Ca', 'O']",321.82830384586
31877,mp-6179,KLiSO4,5.3235,"{'Li': 2.0, 'O': 8.0, 'S': 2.0, 'K': 2.0}",14,0.000189104999998,"['K', 'Li', 'S', 'O']",207.598245130924
31905,mp-746030,NaFePO4,3.2921,"{'Na': 4.0, 'Fe': 4.0, 'P': 4.0, 'O': 16.0}",28,0.002531412500002,"['Fe', 'Na', 'O', 'P']",333.168727761161
31909,mp-753571,LiVF6,3.0732,"{'Li': 1.0, 'V': 1.0, 'F': 6.0}",8,0,"['F', 'Li', 'V']",115.797630814873
32052,mp-1113595,Cs2ErAgCl6,3.6313,"{'Cs': 2.0, 'Er': 1.0, 'Ag': 1.0, 'Cl': 6.0}",10,0,"['Ag', 'Cl', 'Cs', 'Er']",316.614571394036
32145,mp-1213104,CsSrBr3,4.5591,"{'Cs': 4.0, 'Sr': 4.0, 'Br': 12.0}",20,0,"['Br', 'Cs', 'Sr']",844.870334420868
32199,mp-1223526,KBaB(PO4)2,5.3132,"{'K': 2.0, 'Ba': 2.0, 'B': 2.0, 'P': 4.0, 'O': 16.0}",26,0,"['B', 'Ba', 'K', 'O', 'P']",386.561032281924
32229,mp-1227671,Ca4Al6MoO16,3.897,"{'Ca': 4.0, 'Al': 6.0, 'Mo': 1.0, 'O': 16.0}",27,0.005735262222222,"['Al', 'Ca', 'Mo', 'O']",416.288742840665
32231,mp-1227883,BaNaPO4,4.6078,"{'Ba': 2.0, 'Na': 2.0, 'P': 2.0, 'O': 8.0}",14,0,"['Ba', 'Na', 'O', 'P']",205.582915771899
32259,mp-14355,Cs2SrP2O7,4.9488,"{'O': 14.0, 'P': 4.0, 'Sr': 2.0, 'Cs': 4.0}",24,0,"['Cs', 'O', 'P', 'Sr']",434.237061112779
32268,mp-18121,Fe2PO4F,3.4341,"{'O': 16.0, 'F': 4.0, 'P': 4.0, 'Fe': 8.0}",32,0,"['F', 'Fe', 'O', 'P']",382.763214223051
32273,mp-18764,Ba2SrWO6,3.2569,"{'O': 6.0, 'Sr': 1.0, 'Ba': 2.0, 'W': 1.0}",10,0,"['Ba', 'O', 'Sr', 'W']",165.180711174101
32277,mp-19005,Y6WO12,3.4356,"{'O': 12.0, 'Y': 6.0, 'W': 1.0}",19,0,"['Y', 'W', 'O']",265.263862205632
32279,mp-19308,Li2NiO2,3.71,"{'Li': 4.0, 'O': 4.0, 'Ni': 2.0}",10,0.001872203,"['Li', 'Ni', 'O']",86.1797858667383
32303,mp-2416,YF3,7.5338,"{'F': 12.0, 'Y': 4.0}",16,0,"['F', 'Y']",202.820368454751
32325,mp-4002,Li2ZrF6,6.4809,"{'Li': 2.0, 'F': 6.0, 'Zr': 1.0}",9,0,"['Li', 'Zr', 'F']",105.167863390418
32344,mp-550751,BaBeSiO4,4.5488,"{'O': 4.0, 'Be': 1.0, 'Si': 1.0, 'Ba': 1.0}",7,0,"['Ba', 'Be', 'O', 'Si']",99.4101826237359
32350,mp-555292,PNF2,5.1487,"{'P': 8.0, 'N': 8.0, 'F': 16.0}",32,0.003394228125002,"['F', 'N', 'P']",527.350645162863
32358,mp-558628,KLi2BO3,3.9994,"{'K': 4.0, 'Li': 8.0, 'B': 4.0, 'O': 12.0}",28,0,"['B', 'K', 'Li', 'O']",343.239497308006
32389,mp-6586,K2NaAlF6,6.8575,"{'F': 6.0, 'Na': 1.0, 'Al': 1.0, 'K': 2.0}",10,0,"['K', 'Na', 'Al', 'F']",140.747552004832
32551,mp-1111949,K2AlAgF6,3.058,"{'K': 2.0, 'Al': 1.0, 'Ag': 1.0, 'F': 6.0}",10,0,"['Ag', 'Al', 'F', 'K']",155.274965127192
32599,mp-1190898,Bi7O5F11,3.9034,"{'Bi': 7.0, 'O': 5.0, 'F': 11.0}",23,0,"['Bi', 'F', 'O']",355.394849125133
32731,mp-22417,LiNiPO4,3.9594,"{'Li': 4.0, 'O': 16.0, 'P': 4.0, 'Ni': 4.0}",28,0,"['Li', 'Ni', 'O', 'P']",284.152171636297
32751,mp-26017,LiCoPO4,3.0143,"{'Li': 4.0, 'Co': 4.0, 'P': 4.0, 'O': 16.0}",28,0.003986159107144,"['Co', 'Li', 'O', 'P']",351.49279983266
32761,mp-28513,Pb(ClO3)2,4.3473,"{'O': 12.0, 'Cl': 4.0, 'Pb': 2.0}",18,0,"['Cl', 'O', 'Pb']",293.271208572757
32789,mp-3889,NaBO2,4.1074,"{'B': 6.0, 'O': 12.0, 'Na': 6.0}",24,0,"['Na', 'B', 'O']",273.06555058513
32815,mp-553932,GaPO4,4.4398,"{'Ga': 2.0, 'P': 2.0, 'O': 8.0}",12,0.006625549999999,"['Ga', 'P', 'O']",175.437319375611
32822,mp-555235,SiO2,5.5034,"{'Si': 4.0, 'O': 8.0}",12,0.003176060833333,"['O', 'Si']",192.255013576845
32841,mp-558666,KVOF4,3.6597,"{'K': 4.0, 'V': 4.0, 'O': 4.0, 'F': 16.0}",28,0,"['F', 'K', 'O', 'V']",446.04064867235
32848,mp-560791,CsNaTiO3,3.3618,"{'Cs': 2.0, 'Na': 2.0, 'Ti': 2.0, 'O': 6.0}",12,0,"['Cs', 'Na', 'O', 'Ti']",196.287835016425
32876,mp-614311,CsCSN,4.4801,"{'Cs': 4.0, 'C': 4.0, 'S': 4.0, 'N': 4.0}",16,0,"['C', 'Cs', 'N', 'S']",445.487698122363
32905,mp-7064,Er2Si2O7,4.7942,"{'O': 7.0, 'Si': 2.0, 'Er': 2.0}",11,0,"['Er', 'Si', 'O']",144.041503266681
32989,mp-990440,Na2ZrO3,4.3594,"{'Na': 8.0, 'Zr': 4.0, 'O': 12.0}",24,0,"['Na', 'Zr', 'O']",310.912603559601
33096,mp-1190545,Ba2MgGe2O7,3.6144,"{'Ba': 4.0, 'Mg': 2.0, 'Ge': 4.0, 'O': 14.0}",24,0,"['Ba', 'Ge', 'Mg', 'O']",406.485069241629
33138,mp-1211609,K3Mg2Cl7,4.5853,"{'K': 3.0, 'Mg': 2.0, 'Cl': 7.0}",12,0.003411757083334,"['Cl', 'K', 'Mg']",325.657408736635
33146,mp-1213232,CsPO3,4.7629,"{'Cs': 4.0, 'P': 4.0, 'O': 12.0}",20,0,"['Cs', 'O', 'P']",418.288242480743
33190,mp-1228399,Ba2SrV2O8,3.7317,"{'Ba': 2.0, 'Sr': 1.0, 'V': 2.0, 'O': 8.0}",13,0.009725064871795,"['Ba', 'O', 'Sr', 'V']",208.890827202022
33222,mp-1999,Sb2O3,3.3462,"{'O': 12.0, 'Sb': 8.0}",20,0.0088967555,"['O', 'Sb']",379.338165456985
33231,mp-23057,CsLiBr2,4.1375,"{'Li': 2.0, 'Br': 4.0, 'Cs': 2.0}",8,0.00459364125,"['Br', 'Cs', 'Li']",277.188163112386
33252,mp-3967,NaNO,3.3853,"{'N': 8.0, 'O': 8.0, 'Na': 8.0}",24,0.003337867083332,"['N', 'Na', 'O']",296.13047188875
33271,mp-557539,MoF3,3.5744,"{'Mo': 2.0, 'F': 6.0}",8,0,"['F', 'Mo']",123.153215340162
33317,mp-6694,Cs2Zr(SiO3)3,4.7937,"{'O': 18.0, 'Si': 6.0, 'Zr': 2.0, 'Cs': 4.0}",30,0,"['Cs', 'O', 'Si', 'Zr']",486.023912664168
33376,mp-755859,Li4MnFe3(BO3)4,3.1835,"{'Li': 4.0, 'Mn': 1.0, 'Fe': 3.0, 'B': 4.0, 'O': 12.0}",24,0.004233908819446,"['B', 'Fe', 'Li', 'Mn', 'O']",251.2516489452
33406,mp-759900,K2LiNbO4,4.0956,"{'K': 8.0, 'Li': 4.0, 'Nb': 4.0, 'O': 16.0}",32,0,"['K', 'Li', 'Nb', 'O']",591.496779620989
33601,mp-11189,Li2MgSiO4,4.6771,"{'Li': 8.0, 'O': 16.0, 'Mg': 4.0, 'Si': 4.0}",32,0,"['Li', 'Mg', 'O', 'Si']",348.29629751097
33705,mp-1219640,Rb3I2Br,3.7504,"{'Rb': 3.0, 'I': 2.0, 'Br': 1.0}",6,0.006608645,"['Br', 'I', 'Rb']",296.878841638696
33744,mp-1228498,Ba2Sr(PO4)2,5.4149,"{'Ba': 2.0, 'Sr': 1.0, 'P': 2.0, 'O': 8.0}",13,0.008258014358973,"['Ba', 'O', 'P', 'Sr']",191.748385741763
33796,mp-29910,Sr4I6O,3.5856,"{'O': 2.0, 'Sr': 8.0, 'I': 12.0}",22,0,"['I', 'O', 'Sr']",801.524671106629
33797,mp-3051,Mg2GeO4,3.4021,"{'O': 16.0, 'Mg': 8.0, 'Ge': 4.0}",28,0,"['Ge', 'Mg', 'O']",316.708698949926
33829,mp-558102,KLiSi2O5,4.7069,"{'K': 2.0, 'Li': 2.0, 'Si': 4.0, 'O': 10.0}",18,0,"['K', 'Li', 'O', 'Si']",245.988313657649
33831,mp-559808,Cs3PO4,3.5723,"{'Cs': 12.0, 'P': 4.0, 'O': 16.0}",32,0,"['Cs', 'O', 'P']",736.023985911822
33842,mp-5840,LiScO2,3.904,"{'Li': 2.0, 'O': 4.0, 'Sc': 2.0}",8,0,"['Li', 'Sc', 'O']",83.4766926608743
33859,mp-662499,RbMgCl3,4.6099,"{'Rb': 6.0, 'Mg': 6.0, 'Cl': 18.0}",30,0.004053893333332,"['Cl', 'Mg', 'Rb']",795.018095715174
33866,mp-6870,KBe2BO3F2,6.0552,"{'Be': 2.0, 'B': 1.0, 'O': 3.0, 'F': 2.0, 'K': 1.0}",9,0,"['K', 'Be', 'B', 'O', 'F']",111.44508547877
33960,mp-8774,Rb3CO3F,3.4607,"{'C': 2.0, 'O': 6.0, 'F': 2.0, 'Rb': 6.0}",16,0.00940105375,"['C', 'F', 'O', 'Rb']",319.253093119806
33961,mp-8873,LiGeBO4,4.523,"{'Li': 1.0, 'B': 1.0, 'O': 4.0, 'Ge': 1.0}",7,0,"['Li', 'Ge', 'B', 'O']",72.7280015420193
33991,mvc-14316,CaFeF5,3.5957,"{'Ca': 2.0, 'Fe': 2.0, 'F': 10.0}",14,0,"['Ca', 'F', 'Fe']",210.616149230284
34086,mp-1180870,K3NaCr2O8,3.0544,"{'K': 6.0, 'Na': 2.0, 'Cr': 4.0, 'O': 16.0}",28,0.002044778928572,"['Cr', 'K', 'Na', 'O']",470.110367016414
34113,mp-1187317,Sr4Nb2O9,3.5684,"{'Sr': 8.0, 'Nb': 4.0, 'O': 18.0}",30,0.004267721666668,"['Nb', 'O', 'Sr']",485.21454850482
34201,mp-1210797,Li2MgGeO4,3.7548,"{'Li': 4.0, 'Mg': 2.0, 'Ge': 2.0, 'O': 8.0}",16,0,"['Ge', 'Li', 'Mg', 'O']",179.641594504797
34279,mp-1784,CsF,5.2602,"{'F': 1.0, 'Cs': 1.0}",2,0,"['Cs', 'F']",57.2493495695845
34280,mp-1818,SiF4,7.7173,"{'F': 4.0, 'Si': 1.0}",5,0,"['Si', 'F']",87.5788835314588
34281,mp-18311,BaTeW2O9,3.3998,"{'O': 18.0, 'Te': 2.0, 'Ba': 2.0, 'W': 4.0}",26,0.009887675865382,"['Ba', 'O', 'Te', 'W']",387.024612238341
34334,mp-540788,K2Mo3O10,3.3289,"{'K': 4.0, 'Mo': 6.0, 'O': 20.0}",30,0,"['K', 'Mo', 'O']",525.211607474393
34363,mp-5878,KZnF3,3.7137,"{'F': 3.0, 'K': 1.0, 'Zn': 1.0}",5,0,"['K', 'Zn', 'F']",70.5258535717089
34419,mp-759647,LiWF6,3.4687,"{'Li': 4.0, 'W': 4.0, 'F': 24.0}",32,0,"['F', 'Li', 'W']",480.672647594246
34443,mp-7744,LiSO3F,5.7849,"{'Li': 2.0, 'O': 6.0, 'F': 2.0, 'S': 2.0}",12,0,"['F', 'Li', 'O', 'S']",175.657589228183
34736,mp-1227165,Ca4Ti3Si4SnO20,3.0424,"{'Ca': 4.0, 'Ti': 3.0, 'Si': 4.0, 'Sn': 1.0, 'O': 20.0}",32,0.004175392421875,"['Ca', 'O', 'Si', 'Sn', 'Ti']",387.341642834668
34783,mp-13859,K3SiF7,5.9196,"{'F': 14.0, 'Si': 2.0, 'K': 6.0}",22,0.006583508181818,"['F', 'K', 'Si']",345.310489419617
34791,mp-16800,Sc2(SO4)3,4.3572,"{'O': 24.0, 'S': 6.0, 'Sc': 4.0}",34,0,"['O', 'S', 'Sc']",516.951679156102
34792,mp-17297,Na2GeF6,5.7857,"{'F': 18.0, 'Na': 6.0, 'Ge': 3.0}",27,0,"['F', 'Ge', 'Na']",383.139307347351
34833,mp-3397,Ba2TiO4,4.1494,"{'O': 16.0, 'Ti': 4.0, 'Ba': 8.0}",28,0,"['Ba', 'Ti', 'O']",517.097226626957
34835,mp-3637,YOF,4.954,"{'O': 2.0, 'F': 2.0, 'Y': 2.0}",6,0,"['Y', 'O', 'F']",81.3922509057896
34837,mp-38322,Mg(IO3)2,3.4803,"{'I': 4.0, 'Mg': 2.0, 'O': 12.0}",18,0,"['I', 'Mg', 'O']",280.867744043994
34845,mp-554243,SiO2,5.6227,"{'Si': 6.0, 'O': 12.0}",18,0.009172722777777,"['O', 'Si']",331.032742644395
34919,mp-756598,ErTa3O9,3.2666,"{'Er': 2.0, 'Ta': 6.0, 'O': 18.0}",26,0.00309697076923,"['Er', 'O', 'Ta']",329.175867451365
35022,mp-1071541,YbBr2,4.3169,"{'Yb': 2.0, 'Br': 4.0}",6,0,"['Br', 'Yb']",202.646836935342
35254,mp-23326,Ca4Cl6O,5.2275,"{'O': 2.0, 'Cl': 12.0, 'Ca': 8.0}",22,0,"['Ca', 'Cl', 'O']",500.532545294907
35268,mp-27257,PBr3,3.3255,"{'P': 4.0, 'Br': 12.0}",16,0,"['P', 'Br']",714.441474049838
35269,mp-27373,SnClF,3.4408,"{'Sn': 4.0, 'Cl': 4.0, 'F': 4.0}",12,0,"['Cl', 'F', 'Sn']",293.246261049649
35273,mp-27735,GaSbCl6,3.9056,"{'Cl': 24.0, 'Ga': 4.0, 'Sb': 4.0}",32,0,"['Cl', 'Ga', 'Sb']",1128.31998513065
35286,mp-2931,Li2TiO3,3.0428,"{'Li': 8.0, 'O': 12.0, 'Ti': 4.0}",24,0,"['Li', 'Ti', 'O']",218.495960195979
35303,mp-31358,RbBO2,3.9289,"{'B': 6.0, 'O': 12.0, 'Rb': 6.0}",24,0,"['B', 'O', 'Rb']",409.177550519143
35343,mp-551905,OsO4,3.258,"{'O': 4.0, 'Os': 1.0}",5,0.000915318000001,"['O', 'Os']",96.1741663883892
35363,mp-570747,N2,6.7429,{'N': 4.0},4,8.88178419700125E-16,['N'],88.074241489177
35385,mp-6763,K2Ti(Si2O5)3,3.2596,"{'O': 15.0, 'Si': 6.0, 'K': 2.0, 'Ti': 1.0}",24,0.002086659374999,"['K', 'O', 'Si', 'Ti']",332.515002501655
35468,mp-8217,Cs2GeF6,6.0358,"{'F': 6.0, 'Ge': 1.0, 'Cs': 2.0}",9,0,"['Cs', 'F', 'Ge']",192.930083084132
35559,mp-1102399,Fe2P2O7,3.6851,"{'Fe': 2.0, 'P': 2.0, 'O': 7.0}",11,0.002581181818181,"['Fe', 'O', 'P']",128.413414677769
35735,mp-27310,Na4Sn3F10,3.5473,"{'F': 20.0, 'Na': 8.0, 'Sn': 6.0}",34,0,"['F', 'Na', 'Sn']",632.506855005777
35776,mp-554263,Ca2BClO3,4.5774,"{'Ca': 8.0, 'B': 4.0, 'Cl': 4.0, 'O': 12.0}",28,0,"['B', 'Ca', 'Cl', 'O']",429.424364200524
35778,mp-555082,CsLi5(BO3)2,3.4975,"{'Cs': 2.0, 'Li': 10.0, 'B': 4.0, 'O': 12.0}",28,0,"['B', 'Cs', 'Li', 'O']",341.790282547388
35838,mp-636731,Zr(MoO4)2,3.1332,"{'Zr': 2.0, 'Mo': 4.0, 'O': 16.0}",22,0.000516985454546,"['Mo', 'O', 'Zr']",416.699575468059
35882,mp-752515,YTa3O9,3.2141,"{'Y': 2.0, 'Ta': 6.0, 'O': 18.0}",26,0,"['O', 'Ta', 'Y']",333.358714401781
35886,mp-752691,Sr3Hf2O7,4.1002,"{'Sr': 6.0, 'Hf': 4.0, 'O': 14.0}",24,0.007083764999999,"['Hf', 'O', 'Sr']",355.768451395705
